id_linha,id_pedido,data_venda,cliente_id,produto,categoria,quantidade,preco_unitario,desconto_percentual,forma_pagamento,cidade,regiao,status_pedido
LIN-001073,PED-00572,2025-06-29,CLI-0293,Rato Sem Fios,Eletrónica,2,25.65,0,MB WAY,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001074,PED-00573,2025-08-02,CLI-0258,Auriculares Bluetooth,Eletrónica,1,39.90,0,Cartão de crédito,Lagos,Algarve,Cancelado
LIN-001075,PED-00574,2025-06-28,CLI-0297,Teclado Mecânico,Eletrónica,1,77.50,0,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001076,PED-00575,2024-06-06,CLI-0013,"Monitor 24""",Eletrónica,2,179.90,0,Cartão de crédito,Albufeira,Algarve,Concluído
LIN-001077,PED-00576,2024-08-07,CLI-0046,Agenda Semanal,Papelaria,1,12.51,0,Dinheiro,Braga,Norte,Concluído
LIN-001078,PED-00577,2024-04-02,CLI-0073,"Monitor 24""",Eletrónica,1,185.30,0,Cartão de crédito,Leiria,Centro,Concluído
LIN-001079,PED-00577,2024-04-02,CLI-0073,Teclado Mecânico,Eletrónica,1,82.30,0,Cartão de crédito,Leiria,Centro,Concluído
LIN-001080,PED-00577,2024-04-02,CLI-0073,Hub USB-C,Eletrónica,1,43.55,0,Cartão de crédito,Leiria,Centro,Concluído
LIN-001081,PED-00578,2025-03-07,CLI-0034,Caderno A5,Papelaria,1,6.70,5,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001082,PED-00578,2025-03-07,CLI-0034,Candeeiro de Mesa,Casa e Escritório,1,28.74,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001083,PED-00578,2025-03-07,CLI-0034,"Monitor 24""",Eletrónica,1,185.30,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001084,PED-00579,2025-12-16,CLI-0192,Candeeiro de Mesa,Casa e Escritório,3,28.74,0,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001085,PED-00579,2025-12-16,CLI-0192,Garrafa Térmica,Acessórios,5,21.24,0,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001086,PED-00579,2025-12-16,CLI-0192,Teclado Mecânico,Eletrónica,4,79.90,10,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001087,PED-00579,2025-12-16,CLI-0192,Auriculares Bluetooth,Eletrónica,3,39.90,20,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001088,PED-00580,2025-10-09,CLI-0109,Almofada Ergonómica,Casa e Escritório,1,32.90,5,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001089,PED-00580,2025-10-09,CLI-0109,Rato Sem Fios,Eletrónica,3,25.65,15,Cartão de débito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001090,PED-00581,2025-11-01,CLI-0108,Agenda Semanal,Papelaria,5,12.90,0,Dinheiro,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001091,PED-00581,2025-11-01,CLI-0108,Caderno A5,Papelaria,2,6.50,0,Dinheiro,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001092,PED-00582,2024-12-21,CLI-0307,Extensão Elétrica,Casa e Escritório,3,18.90,5,Transferência,Aveiro,Centro,Concluído
LIN-001093,PED-00582,2024-12-21,CLI-0307,Bolsa para Portátil,Acessórios,3,27.90,10,Transferência,Aveiro,Centro,Concluído
LIN-001094,PED-00582,2024-12-21,CLI-0307,Auriculares Bluetooth,Eletrónica,2,38.70,5,Transferência,Aveiro,Centro,Concluído
LIN-001095,PED-00583,2025-11-08,CLI-0418,Extensão Elétrica,Casa e Escritório,1,18.33,0,MB WAY,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001096,PED-00583,2025-11-08,CLI-0418,Marcadores Coloridos,Papelaria,1,8.90,5,MB WAY,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001097,PED-00583,2025-11-08,CLI-0418,Mochila Executiva,Acessórios,1,48.40,10,MB WAY,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001098,PED-00584,2025-06-09,CLI-0364,Coluna Bluetooth,Eletrónica,1,69.90,15,Cartão de crédito,Viseu,Centro,Concluído
LIN-001099,PED-00585,2024-02-08,CLI-0253,Mochila Executiva,Acessórios,1,49.90,0,MB WAY,Lagos,Algarve,Concluído
LIN-001100,PED-00586,2025-01-13,CLI-0283,Carregador USB-C,Eletrónica,2,29.00,0,MB WAY,Guimarães,Norte,Concluído
LIN-001101,PED-00586,2025-01-13,CLI-0283,Rato Sem Fios,Eletrónica,4,24.90,10,MB WAY,Guimarães,Norte,Concluído
LIN-001102,PED-00587,2025-07-16,CLI-0141,Candeeiro de Mesa,Casa e Escritório,2,27.90,0,MB WAY,Guimarães,Norte,Devolvido
LIN-001103,PED-00587,2025-07-16,CLI-0141,Caderno A5,Papelaria,1,6.30,10,MB WAY,Guimarães,Norte,Devolvido
LIN-001104,PED-00588,2024-09-30,CLI-0209,Teclado Mecânico,Eletrónica,3,79.90,0,MB WAY,Coimbra,Centro,Concluído
LIN-001105,PED-00589,2025-11-22,CLI-0273,Almofada Ergonómica,Casa e Escritório,3,32.90,20,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001106,PED-00590,2024-12-02,CLI-0039,"Monitor 24""",Eletrónica,1,179.90,10,Cartão de crédito,Portimão,Algarve,Concluído
LIN-001107,PED-00591,2025-04-06,CLI-0321,Agenda Semanal,Papelaria,3,13.29,5,Transferência,Portimão,Algarve,Concluído
LIN-001108,PED-00591,2025-04-06,CLI-0321,Teclado Mecânico,Eletrónica,4,82.30,5,Transferência,Portimão,Algarve,Concluído
LIN-001109,PED-00592,2025-08-13,CLI-0321,Mochila Executiva,Acessórios,2,48.40,10,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Devolvido
LIN-001110,PED-00592,2025-08-13,CLI-0321,Agenda Semanal,Papelaria,1,12.90,5,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Devolvido
LIN-001111,PED-00592,2025-08-13,CLI-0321,Rato Sem Fios,Eletrónica,1,24.15,5,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Devolvido
LIN-001112,PED-00593,2025-03-12,CLI-0151,Extensão Elétrica,Casa e Escritório,2,19.47,0,Cartão de débito,Faro,Algarve,Concluído
LIN-001113,PED-00594,2024-11-09,CLI-0408,Auriculares Bluetooth,Eletrónica,1,41.10,0,MB WAY,Leiria,Centro,Concluído
LIN-001114,PED-00594,2024-11-09,CLI-0408,Garrafa Térmica,Acessórios,1,22.56,10,MB WAY,Leiria,Centro,Concluído
LIN-001115,PED-00595,2025-04-06,CLI-0100,Bolsa para Portátil,Acessórios,2,27.90,0,Cartão de crédito,Lagos,Algarve,Concluído
LIN-001116,PED-00596,2024-05-03,CLI-0023,Marcadores Coloridos,Papelaria,1,8.90,5,Cartão de crédito,Porto,Norte,Concluído
LIN-001117,PED-00596,2024-05-03,CLI-0023,Pack Canetas Gel,Papelaria,1,4.75,0,Cartão de crédito,Porto,Norte,Concluído
LIN-001118,PED-00596,2024-05-03,CLI-0023,Candeeiro de Mesa,Casa e Escritório,2,27.90,0,Cartão de crédito,Porto,Norte,Concluído
LIN-001119,PED-00596,2024-05-03,CLI-0023,Webcam Full HD,Eletrónica,1,56.55,10,Cartão de crédito,Porto,Norte,Concluído
LIN-001120,PED-00597,2024-12-01,CLI-0101,Hub USB-C,Eletrónica,2,44.90,10,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-001121,PED-00598,2024-10-05,CLI-0297,"Monitor 24""",Eletrónica,1,174.50,0,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001122,PED-00599,2025-11-23,CLI-0328,Agenda Semanal,Papelaria,3,12.90,0,Cartão de crédito,Vila Real,Norte,Concluído
LIN-001123,PED-00600,2024-06-08,CLI-0004,Pack Canetas Gel,Papelaria,1,5.05,10,Cartão de crédito,Viseu,Centro,Concluído
LIN-001124,PED-00601,2024-10-26,CLI-0016,Carregador USB-C,Eletrónica,1,30.80,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-001125,PED-00602,2024-06-18,CLI-0091,Mochila Executiva,Acessórios,1,49.90,0,Transferência,Faro,Algarve,Concluído
LIN-001126,PED-00602,2024-06-18,CLI-0091,"Monitor 24""",Eletrónica,1,179.90,5,Transferência,Faro,Algarve,Concluído
LIN-001127,PED-00603,2025-12-04,CLI-0410,Webcam Full HD,Eletrónica,3,54.90,10,Transferência,Ponta Delgada,Ilhas,Concluído
LIN-001128,PED-00604,2024-06-14,CLI-0194,Teclado Mecânico,Eletrónica,1,82.30,0,Cartão de crédito,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-001129,PED-00604,2024-06-14,CLI-0194,Almofada Ergonómica,Casa e Escritório,1,32.90,0,Cartão de crédito,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-001130,PED-00605,2025-09-07,CLI-0065,Rato Sem Fios,Eletrónica,2,25.65,0,Dinheiro,Faro,Algarve,Concluído
LIN-001131,PED-00606,2025-01-27,CLI-0385,Carregador USB-C,Eletrónica,2,30.80,5,MB WAY,Albufeira,Algarve,Concluído
LIN-001132,PED-00606,2025-01-27,CLI-0385,Agenda Semanal,Papelaria,2,12.90,0,MB WAY,Albufeira,Algarve,Concluído
LIN-001133,PED-00607,2025-03-29,CLI-0327,Hub USB-C,Eletrónica,1,44.90,0,Cartão de débito,Portimão,Algarve,Concluído
LIN-001134,PED-00608,2024-09-17,CLI-0194,Webcam Full HD,Eletrónica,1,56.55,0,Transferência,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001135,PED-00608,2024-09-17,CLI-0194,Rato Sem Fios,Eletrónica,2,24.90,0,Transferência,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001136,PED-00609,2024-10-09,CLI-0231,Mochila Executiva,Acessórios,1,49.90,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001137,PED-00610,2025-05-15,CLI-0184,Rato Sem Fios,Eletrónica,4,24.15,0,Cartão de crédito,Lagos,Algarve,Concluído
LIN-001138,PED-00610,2025-05-15,CLI-0184,Caderno A5,Papelaria,1,6.70,0,Cartão de crédito,Lagos,Algarve,Concluído
LIN-001139,PED-00611,2024-06-18,CLI-0169,Hub USB-C,Eletrónica,4,43.55,5,MB WAY,Coimbra,Centro,Concluído
LIN-001140,PED-00611,2024-06-18,CLI-0169,Webcam Full HD,Eletrónica,1,54.90,5,MB WAY,Coimbra,Centro,Concluído
LIN-001141,PED-00611,2024-06-18,CLI-0169,Candeeiro de Mesa,Casa e Escritório,1,27.90,10,MB WAY,Coimbra,Centro,Concluído
LIN-001142,PED-00612,2025-08-08,CLI-0007,Mochila Executiva,Acessórios,1,49.90,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001143,PED-00613,2025-02-03,CLI-0403,Rato Sem Fios,Eletrónica,1,24.90,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001144,PED-00614,2025-12-04,CLI-0214,Almofada Ergonómica,Casa e Escritório,3,32.90,15,Cartão de débito,Guimarães,Norte,Concluído
LIN-001145,PED-00615,2024-01-11,CLI-0415,Mochila Executiva,Acessórios,2,51.40,0,Cartão de crédito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001146,PED-00616,2025-04-02,CLI-0291,Agenda Semanal,Papelaria,1,12.90,0,Transferência,Beja,Alentejo,Concluído
LIN-001147,PED-00616,2025-04-02,CLI-0291,Almofada Ergonómica,Casa e Escritório,1,32.90,0,Transferência,Beja,Alentejo,Concluído
LIN-001148,PED-00616,2025-04-02,CLI-0291,Mochila Executiva,Acessórios,2,49.90,5,Transferência,Beja,Alentejo,Concluído
LIN-001149,PED-00616,2025-04-02,CLI-0291,Candeeiro de Mesa,Casa e Escritório,1,27.90,0,Transferência,Beja,Alentejo,Concluído
LIN-001150,PED-00617,2025-03-07,CLI-0017,Mochila Executiva,Acessórios,1,49.90,0,MB WAY,Faro,Algarve,Concluído
LIN-001151,PED-00618,2025-02-10,CLI-0233,Suporte para Portátil,Acessórios,5,34.90,0,Cartão de débito,Porto,Norte,Concluído
LIN-001152,PED-00618,2025-02-10,CLI-0233,Mochila Executiva,Acessórios,1,48.40,0,Cartão de débito,Porto,Norte,Concluído
LIN-001153,PED-00618,2025-02-10,CLI-0233,Carregador USB-C,Eletrónica,3,29.90,0,Cartão de débito,Porto,Norte,Concluído
LIN-001154,PED-00619,2024-06-25,CLI-0222,Pack Canetas Gel,Papelaria,1,4.90,0,MB WAY,Faro,Algarve,Concluído
LIN-001155,PED-00619,2024-06-25,CLI-0222,Almofada Ergonómica,Casa e Escritório,1,32.90,0,MB WAY,Faro,Algarve,Concluído
LIN-001156,PED-00620,2025-09-27,CLI-0310,Garrafa Térmica,Acessórios,2,21.90,5,Cartão de débito,Faro,Algarve,Concluído
LIN-001157,PED-00620,2025-09-27,CLI-0310,Extensão Elétrica,Casa e Escritório,4,18.90,5,Cartão de débito,Faro,Algarve,Concluído
LIN-001158,PED-00620,2025-09-27,CLI-0310,Teclado Mecânico,Eletrónica,2,79.90,0,Cartão de débito,Faro,Algarve,Concluído
LIN-001159,PED-00621,2025-09-26,CLI-0090,Mochila Executiva,Acessórios,4,49.90,5,Cartão de crédito,Leiria,Centro,Concluído
LIN-001160,PED-00622,2024-03-30,CLI-0358,Candeeiro de Mesa,Casa e Escritório,1,27.06,5,Cartão de crédito,Portimão,Algarve,Concluído
LIN-001161,PED-00623,2025-07-11,CLI-0112,Marcadores Coloridos,Papelaria,1,8.63,0,Cartão de débito,Lagos,Algarve,Concluído
LIN-001162,PED-00624,2025-08-26,CLI-0210,Rato Sem Fios,Eletrónica,1,24.90,10,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001163,PED-00624,2025-08-26,CLI-0210,Garrafa Térmica,Acessórios,1,21.24,0,Cartão de crédito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001164,PED-00625,2025-06-30,CLI-0070,Candeeiro de Mesa,Casa e Escritório,2,27.90,0,MB WAY,Aveiro,Centro,Concluído
LIN-001165,PED-00626,2025-09-24,CLI-0083,Candeeiro de Mesa,Casa e Escritório,2,27.90,0,Cartão de crédito,Guimarães,Norte,Concluído
LIN-001166,PED-00627,2025-08-13,CLI-0347,Candeeiro de Mesa,Casa e Escritório,1,27.06,10,Cartão de débito,Coimbra,Centro,Concluído
LIN-001167,PED-00627,2025-08-13,CLI-0347,Hub USB-C,Eletrónica,3,43.55,0,Cartão de débito,Coimbra,Centro,Concluído
LIN-001168,PED-00628,2024-09-19,CLI-0027,Coluna Bluetooth,Eletrónica,1,69.90,0,Cartão de crédito,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001169,PED-00629,2024-01-18,CLI-0015,Coluna Bluetooth,Eletrónica,3,69.90,5,Cartão de crédito,Ponta Delgada,Ilhas,Concluído
LIN-001170,PED-00629,2024-01-18,CLI-0015,"Monitor 24""",Eletrónica,1,185.30,0,Cartão de crédito,Ponta Delgada,Ilhas,Concluído
LIN-001171,PED-00630,2024-10-03,CLI-0288,Suporte para Portátil,Acessórios,1,34.90,0,MB WAY,Sintra,Lisboa e Vale do Tejo,Cancelado
LIN-001172,PED-00631,2024-09-30,CLI-0008,Rato Sem Fios,Eletrónica,2,24.90,0,Cartão de crédito,Leiria,Centro,Concluído
LIN-001173,PED-00631,2024-09-30,CLI-0008,Caderno A5,Papelaria,3,6.50,0,Cartão de crédito,Leiria,Centro,Concluído
LIN-001174,PED-00632,2025-04-11,CLI-0053,Caderno A5,Papelaria,2,6.50,5,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-001175,PED-00632,2025-04-11,CLI-0053,"Monitor 24""",Eletrónica,5,179.90,0,MB WAY,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-001176,PED-00633,2025-05-08,CLI-0353,Extensão Elétrica,Casa e Escritório,4,18.90,0,Transferência,Aveiro,,Concluído
LIN-001177,PED-00634,2025-05-11,CLI-0120,"Monitor 24""",Eletrónica,1,179.90,5,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001178,PED-00635,2025-04-26,CLI-0031,Teclado Mecânico,Eletrónica,1,82.30,15,Cartão de débito,Braga,Norte,Concluído
LIN-001179,PED-00636,2024-12-12,CLI-0169,Suporte para Portátil,Acessórios,2,34.90,10,Cartão de crédito,Braga,Norte,Concluído
LIN-001180,PED-00637,2024-07-15,CLI-0376,Coluna Bluetooth,Eletrónica,2,69.90,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-001181,PED-00637,2024-07-15,CLI-0376,Extensão Elétrica,Casa e Escritório,1,18.90,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-001182,PED-00637,2024-07-15,CLI-0376,Mochila Executiva,Acessórios,1,49.90,10,Cartão de crédito,Aveiro,Centro,Concluído
LIN-001183,PED-00638,2024-04-24,CLI-0089,Rato Sem Fios,Eletrónica,1,24.90,0,Transferência,Sintra,Lisboa e Vale do Tejo,Cancelado
LIN-001184,PED-00639,2025-07-10,CLI-0126,Hub USB-C,Eletrónica,3,44.90,0,MB WAY,Leiria,Centro,Concluído
LIN-001185,PED-00639,2025-07-10,CLI-0126,Caderno A5,Papelaria,5,6.50,0,MB WAY,Leiria,Centro,Concluído
LIN-001186,PED-00640,2024-12-26,CLI-0217,Bolsa para Portátil,Acessórios,1,27.06,10,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001187,PED-00640,2024-12-26,CLI-0217,Auriculares Bluetooth,Eletrónica,4,41.10,5,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001188,PED-00640,2024-12-26,CLI-0217,Mochila Executiva,Acessórios,2,49.90,0,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001189,PED-00641,2024-12-22,CLI-0233,Bolsa para Portátil,Acessórios,1,27.90,0,Cartão de débito,Coimbra,Centro,Concluído
LIN-001190,PED-00642,2025-10-21,CLI-0374,Marcadores Coloridos,Papelaria,1,9.17,0,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Cancelado
LIN-001191,PED-00642,2025-10-21,CLI-0374,Mochila Executiva,Acessórios,3,48.40,0,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Cancelado
LIN-001192,PED-00642,2025-10-21,CLI-0374,Bolsa para Portátil,Acessórios,2,27.90,5,Cartão de débito,Setúbal,Lisboa e Vale do Tejo,Cancelado
LIN-001193,PED-00643,2025-12-11,CLI-0395,Marcadores Coloridos,Papelaria,2,8.90,10,MB WAY,Lagos,Algarve,Concluído
LIN-001194,PED-00643,2025-12-11,CLI-0395,Teclado Mecânico,Eletrónica,1,77.50,15,MB WAY,Lagos,Algarve,Concluído
LIN-001195,PED-00644,2024-10-27,CLI-0362,Garrafa Térmica,Acessórios,4,21.90,0,MB WAY,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001196,PED-00645,2025-04-13,CLI-0340,Mochila Executiva,Acessórios,2,48.40,0,Cartão de crédito,Faro,Algarve,Concluído
LIN-001197,PED-00645,2025-04-13,CLI-0340,Extensão Elétrica,Casa e Escritório,1,18.90,0,Cartão de crédito,Faro,Algarve,Concluído
LIN-001198,PED-00646,2024-12-04,CLI-0355,Pack Canetas Gel,Papelaria,2,4.75,0,Dinheiro,Aveiro,Centro,Concluído
LIN-001199,PED-00647,2025-03-22,CLI-0409,Mochila Executiva,Acessórios,5,49.90,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-001200,PED-00647,2025-03-22,CLI-0409,Pack Canetas Gel,Papelaria,1,4.90,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-001201,PED-00647,2025-03-22,CLI-0409,Auriculares Bluetooth,Eletrónica,2,39.90,0,Cartão de crédito,Aveiro,Centro,Concluído
LIN-001202,PED-00648,2024-11-04,CLI-0361,Almofada Ergonómica,Casa e Escritório,3,32.90,0,Cartão de débito,Braga,Norte,Concluído
LIN-001203,PED-00649,2025-08-02,CLI-0415,Extensão Elétrica,Casa e Escritório,1,18.90,0,Cartão de crédito,Évora,Alentejo,Concluído
LIN-001204,PED-00650,2024-03-22,CLI-0064,"Monitor 24""",Eletrónica,1,174.50,5,Cartão de crédito,Coimbra,Centro,Concluído
LIN-001205,PED-00650,2024-03-22,CLI-0064,Auriculares Bluetooth,Eletrónica,2,38.70,0,Cartão de crédito,Coimbra,Centro,Concluído
LIN-001206,PED-00651,2025-02-09,CLI-0004,Bolsa para Portátil,Acessórios,1,27.90,5,Cartão de débito,Viseu,Centro,Cancelado
LIN-001207,PED-00652,2024-10-09,CLI-0350,Mochila Executiva,Acessórios,5,49.90,5,Dinheiro,Albufeira,Algarve,Concluído
LIN-001208,PED-00652,2024-10-09,CLI-0350,Extensão Elétrica,Casa e Escritório,1,18.90,5,Dinheiro,Albufeira,Algarve,Concluído
LIN-001209,PED-00652,2024-10-09,CLI-0350,Teclado Mecânico,Eletrónica,3,79.90,0,Dinheiro,Albufeira,Algarve,Concluído
LIN-001210,PED-00653,2024-04-21,CLI-0272,Extensão Elétrica,Casa e Escritório,2,18.90,0,MB WAY,Coimbra,Centro,Concluído
LIN-001211,PED-00654,2025-05-26,CLI-0002,Marcadores Coloridos,Papelaria,-1,8.90,5,Dinheiro,Ponta Delgada,Ilhas,Concluído
LIN-001212,PED-00655,2024-07-19,CLI-0249,Bolsa para Portátil,Acessórios,5,27.06,5,MB WAY,Leiria,Centro,Concluído
LIN-001213,PED-00656,2024-09-08,CLI-0100,Organizador de Mesa,Casa e Escritório,1,14.45,0,Transferência,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-001214,PED-00656,2024-09-08,CLI-0100,Teclado Mecânico,Eletrónica,2,82.30,15,Transferência,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-001215,PED-00656,2024-09-08,CLI-0100,Webcam Full HD,Eletrónica,1,54.90,10,Transferência,Setúbal,Lisboa e Vale do Tejo,Concluído
LIN-001216,PED-00657,2025-01-01,CLI-0277,Rato Sem Fios,Eletrónica,1,24.15,0,Cartão de crédito,Coimbra,Centro,Concluído
LIN-001217,PED-00657,2025-01-01,CLI-0277,"Monitor 24""",Eletrónica,4,179.90,5,Cartão de crédito,Coimbra,Centro,Concluído
LIN-001218,PED-00658,2024-07-07,CLI-0132,Candeeiro de Mesa,Casa e Escritório,1,27.90,10,Dinheiro,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001219,PED-00658,2024-07-07,CLI-0132,Bolsa para Portátil,Acessórios,4,28.74,0,Dinheiro,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001220,PED-00659,2024-10-14,CLI-0368,Suporte para Portátil,Acessórios,1,34.90,0,MB WAY,Évora,Alentejo,Concluído
LIN-001221,PED-00659,2024-10-14,CLI-0368,Coluna Bluetooth,Eletrónica,1,72.00,10,MB WAY,Évora,Alentejo,Concluído
LIN-001222,PED-00659,2024-10-14,CLI-0368,Almofada Ergonómica,Casa e Escritório,2,31.91,0,MB WAY,Évora,Alentejo,Concluído
LIN-001223,PED-00660,2024-04-25,CLI-0161,Candeeiro de Mesa,Casa e Escritório,1,27.90,15,Cartão de débito,Funchal,Ilhas,Concluído
LIN-001224,PED-00661,2024-09-27,CLI-0187,Almofada Ergonómica,Casa e Escritório,1,31.91,0,Transferência,Portalegre,Alentejo,Concluído
LIN-001225,PED-00661,2024-09-27,CLI-0187,Coluna Bluetooth,Eletrónica,1,69.90,5,Transferência,Portalegre,Alentejo,Concluído
LIN-001226,PED-00662,2024-09-11,CLI-0113,Teclado Mecânico,Eletrónica,2,79.90,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001227,PED-00663,2025-06-15,CLI-0141,Bolsa para Portátil,Acessórios,1,27.90,0,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-001228,PED-00663,2025-06-15,CLI-0141,Pack Canetas Gel,Papelaria,2,4.90,5,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-001229,PED-00663,2025-06-15,CLI-0141,Mochila Executiva,Acessórios,1,49.90,10,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-001230,PED-00664,2025-07-15,CLI-0154,Candeeiro de Mesa,Casa e Escritório,2,27.90,5,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-001231,PED-00664,2025-07-15,CLI-0154,Mochila Executiva,Acessórios,1,51.40,5,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-001232,PED-00664,2025-07-15,CLI-0154,Agenda Semanal,Papelaria,0,12.90,5,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-001233,PED-00664,2025-07-15,CLI-0154,Suporte para Portátil,Acessórios,2,33.85,0,MB WAY,Ponta Delgada,Ilhas,Concluído
LIN-001234,PED-00665,2025-08-04,CLI-0298,Carregador USB-C,Eletrónica,2,29.90,5,Cartão de crédito,Albufeira,Algarve,Cancelado
LIN-001235,PED-00666,2024-09-06,CLI-0075,Marcadores Coloridos,Papelaria,1,8.90,0,MB WAY,Guimarães,Norte,Concluído
LIN-001236,PED-00666,2024-09-06,CLI-0075,Almofada Ergonómica,Casa e Escritório,5,32.90,10,MB WAY,Guimarães,Norte,Concluído
LIN-001237,PED-00667,2024-03-31,CLI-0243,Almofada Ergonómica,Casa e Escritório,4,32.90,0,Cartão de crédito,Guimarães,Norte,Devolvido
LIN-001238,PED-00667,2024-03-31,CLI-0243,Suporte para Portátil,Acessórios,1,34.90,0,Cartão de crédito,Guimarães,Norte,Devolvido
LIN-001239,PED-00668,2025-06-15,CLI-0089,Rato Sem Fios,Eletrónica,1,24.90,0,Cartão de débito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001240,PED-00668,2025-06-15,CLI-0089,Garrafa Térmica,Acessórios,1,21.24,0,Cartão de débito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001241,PED-00668,2025-06-15,CLI-0089,Mochila Executiva,Acessórios,2,51.40,0,Cartão de débito,Cascais,Lisboa e Vale do Tejo,Concluído
LIN-001242,PED-00669,2025-04-02,CLI-0294,Mochila Executiva,Acessórios,5,49.90,0,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001243,PED-00669,2025-04-02,CLI-0294,Bolsa para Portátil,Acessórios,1,27.90,0,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001244,PED-00670,2025-11-17,CLI-0408,Candeeiro de Mesa,Casa e Escritório,2,28.74,5,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001245,PED-00671,2025-02-06,CLI-0300,Hub USB-C,Eletrónica,1,46.25,5,MB WAY,Lisboa,,Concluído
LIN-001246,PED-00671,2025-02-06,CLI-0300,"Monitor 24""",Eletrónica,1,179.90,5,MB WAY,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001247,PED-00672,2024-04-21,CLI-0066,Teclado Mecânico,Eletrónica,1,77.50,0,MB WAY,Sintra,Lisboa e Vale do Tejo,Concluído
LIN-001248,PED-00673,2024-10-28,CLI-0279,Teclado Mecânico,Eletrónica,4,82.30,10,Dinheiro,Guimarães,Norte,Concluído
LIN-001249,PED-00674,2024-09-08,CLI-0274,Marcadores Coloridos,Papelaria,1,8.63,5,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
LIN-001250,PED-00674,2024-09-08,CLI-0274,Candeeiro de Mesa,Casa e Escritório,1,27.06,0,Cartão de débito,Lisboa,Lisboa e Vale do Tejo,Concluído
